account_id,statement_month,months_on_book,days_past_due,balance,collections_contact_flag
A101321,2024-11-28,4,0,290359,0
A101321,2024-12-28,5,0,283760,0
A101321,2025-01-28,6,0,277161,0
A101321,2025-02-28,7,0,270562,0
A101321,2025-03-28,8,15,263963,0
A101321,2025-04-28,9,0,257364,0
A101321,2025-05-28,10,0,250765,0
A101321,2025-06-28,11,0,244166,0
A101321,2025-07-28,12,0,237567,0
A101321,2025-08-28,13,0,230967,0
A101321,2025-09-28,14,0,224368,1
A101321,2025-10-28,15,0,217769,0
A101321,2025-11-28,16,15,211170,0
A101321,2025-12-28,17,0,204571,0
A101321,2026-01-28,18,0,197972,0
A101321,2026-02-28,19,0,191373,0
A101321,2026-03-28,20,0,184774,0
A101322,2023-06-28,1,0,119655,1
A101322,2023-07-28,2,0,116236,0
A101322,2023-08-28,3,0,112817,0
A101322,2023-09-28,4,0,109399,0
A101322,2023-10-28,5,0,105980,0
A101322,2023-11-28,6,0,102561,0
A101322,2023-12-28,7,0,99142,0
A101322,2024-01-28,8,0,95724,0
A101322,2024-02-28,9,0,92305,1
A101322,2024-03-28,10,0,88886,0
A101322,2024-04-28,11,0,85468,0
A101322,2024-05-28,12,0,82049,0
A101322,2024-06-28,13,0,78630,0
A101322,2024-07-28,14,0,75211,0
A101322,2024-08-28,15,0,71793,0
A101322,2024-09-28,16,0,68374,0
A101322,2024-10-28,17,0,64955,0
A101322,2024-11-28,18,0,61537,0
A101322,2024-12-28,19,0,58118,0
A101322,2025-01-28,20,0,54699,0
A101322,2025-02-28,21,0,51280,0
A101322,2025-03-28,22,0,47862,0
A101322,2025-04-28,23,0,44443,0
A101322,2025-05-28,24,0,41024,0
A101323,2024-01-28,1,0,339792,0
A101323,2024-02-28,2,30,332562,1
A101323,2024-03-28,3,0,325333,0
A101323,2024-04-28,4,0,318103,0
A101323,2024-05-28,5,0,310873,0
A101323,2024-06-28,6,0,303644,0
A101323,2024-07-28,7,0,296414,0
A101323,2024-08-28,8,0,289185,0
A101323,2024-09-28,9,0,281955,0
A101323,2024-10-28,10,0,274725,0
A101323,2024-11-28,11,0,267496,0
A101323,2024-12-28,12,0,260266,0
A101323,2025-01-28,13,0,253036,0
A101323,2025-02-28,14,0,245807,0
A101323,2025-03-28,15,0,238577,0
A101323,2025-04-28,16,0,231348,0
A101323,2025-05-28,17,0,224118,0
A101323,2025-06-28,18,0,216888,0
A101323,2025-07-28,19,0,209659,0
A101323,2025-08-28,20,0,202429,0
A101323,2025-09-28,21,0,195199,0
A101323,2025-10-28,22,0,187970,0
A101323,2025-11-28,23,0,180740,0
A101323,2025-12-28,24,0,173511,0
A101324,2025-10-28,1,0,90586,0
A101324,2025-11-28,2,0,86647,0
A101324,2025-12-28,3,0,82709,0
A101324,2026-01-28,4,0,78770,0
A101324,2026-02-28,5,0,74832,0
A101324,2026-03-28,6,0,70893,0
A101325,2023-10-28,1,0,338471,0
A101325,2023-11-28,2,0,333704,0
A101325,2023-12-28,3,0,328937,0
A101325,2024-01-28,4,0,324170,0
A101325,2024-02-28,5,0,319402,0
A101325,2024-03-28,6,0,314635,0
A101325,2024-04-28,7,0,309868,0
A101325,2024-05-28,8,0,305101,0
A101325,2024-06-28,9,0,300334,0
A101325,2024-07-28,10,0,295566,0
A101325,2024-08-28,11,0,290799,0
A101325,2024-09-28,12,0,286032,0
A101325,2024-10-28,13,0,281265,0
A101325,2024-11-28,14,0,276498,0
A101325,2024-12-28,15,0,271730,0
A101325,2025-01-28,16,0,266963,0
A101325,2025-02-28,17,0,262196,0
A101325,2025-03-28,18,0,257429,0
A101325,2025-04-28,19,0,252662,0
A101325,2025-05-28,20,0,247894,0
A101325,2025-06-28,21,30,243127,1
A101325,2025-07-28,22,0,238360,0
A101325,2025-08-28,23,0,233593,0
A101325,2025-09-28,24,0,228826,0
A101326,2025-06-28,1,0,308871,0
A101326,2025-07-28,2,15,303636,0
A101326,2025-08-28,3,0,298401,0
A101326,2025-09-28,4,0,293166,0
A101326,2025-10-28,5,30,287931,0
A101326,2025-11-28,6,30,282696,1
A101326,2025-12-28,7,30,277461,1
A101326,2026-01-28,8,30,272226,1
A101326,2026-02-28,9,30,266990,1
A101326,2026-03-28,10,30,261755,1
A101327,2022-07-28,1,0,103989,0
A101327,2022-08-28,2,0,101018,0
A101327,2022-09-28,3,0,98047,0
A101327,2022-10-28,4,0,95076,1
A101327,2022-11-28,5,0,92105,0
A101327,2022-12-28,6,0,89134,0
A101327,2023-01-28,7,0,86163,0
A101327,2023-02-28,8,0,83191,0
A101327,2023-03-28,9,0,80220,0
A101327,2023-04-28,10,0,77249,0
A101327,2023-05-28,11,0,74278,0
A101327,2023-06-28,12,0,71307,0
A101327,2023-07-28,13,0,68336,0
A101327,2023-08-28,14,0,65365,0
A101327,2023-09-28,15,0,62393,0
A101327,2023-10-28,16,15,59422,0
A101327,2023-11-28,17,0,56451,0
A101327,2023-12-28,18,0,53480,0
A101327,2024-01-28,19,0,50509,0
A101327,2024-02-28,20,0,47538,0
A101327,2024-03-28,21,0,44567,0
A101327,2024-04-28,22,0,41595,0
A101327,2024-05-28,23,0,38624,0
A101327,2024-06-28,24,0,35653,0
A101328,2023-08-28,1,0,122211,0
A101328,2023-09-28,2,0,116897,0
A101328,2023-10-28,3,0,111584,0
A101328,2023-11-28,4,0,106270,0
A101328,2023-12-28,5,0,100957,0
A101328,2024-01-28,6,0,95643,0
A101328,2024-02-28,7,0,90330,0
A101328,2024-03-28,8,0,85016,0
A101328,2024-04-28,9,0,79703,0
A101328,2024-05-28,10,0,74389,0
A101328,2024-06-28,11,0,69076,0
A101328,2024-07-28,12,0,63762,0
A101328,2024-08-28,13,0,58448,0
A101328,2024-09-28,14,0,53135,0
A101328,2024-10-28,15,0,47821,0
A101328,2024-11-28,16,0,42508,0
A101328,2024-12-28,17,0,37194,0
A101328,2025-01-28,18,0,31881,0
A101328,2025-02-28,19,0,26567,0
A101328,2025-03-28,20,0,21254,0
A101328,2025-04-28,21,0,15940,0
A101328,2025-05-28,22,0,10627,0
A101328,2025-06-28,23,0,5313,0
A101328,2025-07-28,24,0,0,0
A101329,2022-06-28,1,0,52651,0
A101329,2022-07-28,2,0,50362,0
A101329,2022-08-28,3,0,48073,1
A101329,2022-09-28,4,0,45784,0
A101329,2022-10-28,5,0,43494,0
A101329,2022-11-28,6,0,41205,0
A101329,2022-12-28,7,0,38916,0
A101329,2023-01-28,8,0,36627,0
A101329,2023-02-28,9,0,34338,0
A101329,2023-03-28,10,0,32048,0
A101329,2023-04-28,11,0,29759,0
A101329,2023-05-28,12,0,27470,0
A101329,2023-06-28,13,0,25181,1
A101329,2023-07-28,14,0,22892,0
A101329,2023-08-28,15,0,20602,0
A101329,2023-09-28,16,0,18313,0
A101329,2023-10-28,17,0,16024,0
A101329,2023-11-28,18,0,13735,0
A101329,2023-12-28,19,0,11446,1
A101329,2024-01-28,20,0,9156,0
A101329,2024-02-28,21,0,6867,0
A101329,2024-03-28,22,0,4578,0
A101329,2024-04-28,23,0,2289,0
A101329,2024-05-28,24,0,0,0
A101330,2022-07-28,1,15,24321,0
A101330,2022-08-28,2,0,23264,0
A101330,2022-09-28,3,0,22206,0
A101330,2022-10-28,4,0,21149,0
A101330,2022-11-28,5,30,20091,1
A101330,2022-12-28,6,90,19034,1
A101330,2023-01-28,7,120,17976,0
A101330,2023-02-28,8,150,16919,1
A101330,2023-03-28,9,180,15861,1
A101330,2023-04-28,10,180,14804,1
A101330,2023-05-28,11,180,13746,1
A101330,2023-06-28,12,180,12689,1
A101330,2023-07-28,13,180,11632,1
A101330,2023-08-28,14,180,10574,1
A101330,2023-09-28,15,180,9517,1
A101330,2023-10-28,16,180,8459,1
A101330,2023-11-28,17,180,7402,1
A101330,2023-12-28,18,180,6344,1
A101330,2024-01-28,19,180,5287,1
A101330,2024-02-28,20,180,4229,1
A101330,2024-03-28,21,180,3172,0
A101330,2024-04-28,22,180,2114,1
A101330,2024-05-28,23,180,1057,1
A101330,2024-06-28,24,180,0,1
A101331,2025-04-28,1,0,103886,0
A101331,2025-05-28,2,0,99369,0
A101331,2025-06-28,3,0,94852,0
A101331,2025-07-28,4,0,90335,0
A101331,2025-08-28,5,0,85819,0
A101331,2025-09-28,6,0,81302,0
A101331,2025-10-28,7,0,76785,0
A101331,2025-11-28,8,0,72268,0
A101331,2025-12-28,9,0,67751,0
A101331,2026-01-28,10,0,63235,0
A101331,2026-02-28,11,0,58718,0
A101331,2026-03-28,12,0,54201,1
A101332,2025-10-28,1,0,78292,0
A101332,2025-11-28,2,0,74888,0
A101332,2025-12-28,3,0,71484,0
A101332,2026-01-28,4,0,68080,0
A101332,2026-02-28,5,0,64676,0
A101332,2026-03-28,6,0,61272,0
A101333,2023-12-28,1,0,186554,0
A101333,2024-01-28,2,0,181224,0
A101333,2024-02-28,3,0,175894,0
A101333,2024-03-28,4,0,170564,0
A101333,2024-04-28,5,0,165234,0
A101333,2024-05-28,6,90,159904,1
A101333,2024-06-28,7,120,154574,1
A101333,2024-07-28,8,150,149243,1
A101333,2024-08-28,9,180,143913,1
A101333,2024-09-28,10,180,138583,1
A101333,2024-10-28,11,180,133253,1
A101333,2024-11-28,12,180,127923,1
A101333,2024-12-28,13,180,122593,1
A101333,2025-01-28,14,180,117263,1
A101333,2025-02-28,15,180,111932,1
A101333,2025-03-28,16,180,106602,1
A101333,2025-04-28,17,180,101272,1
A101333,2025-05-28,18,180,95942,1
A101333,2025-06-28,19,180,90612,1
A101333,2025-07-28,20,180,85282,0
A101333,2025-08-28,21,180,79952,1
A101333,2025-09-28,22,180,74621,1
A101333,2025-10-28,23,180,69291,1
A101333,2025-11-28,24,180,63961,1
A101334,2023-06-28,1,0,137965,0
A101334,2023-07-28,2,0,131967,0
A101334,2023-08-28,3,0,125968,0
A101334,2023-09-28,4,0,119970,0
A101334,2023-10-28,5,0,113971,0
A101334,2023-11-28,6,30,107973,1
A101334,2023-12-28,7,30,101974,1
A101334,2024-01-28,8,30,95976,1
A101334,2024-02-28,9,30,89977,1
A101334,2024-03-28,10,30,83978,1
A101334,2024-04-28,11,30,77980,1
A101334,2024-05-28,12,30,71982,1
A101334,2024-06-28,13,30,65983,1
A101334,2024-07-28,14,30,59984,1
A101334,2024-08-28,15,30,53986,1
A101334,2024-09-28,16,30,47988,1
A101334,2024-10-28,17,30,41989,1
A101334,2024-11-28,18,30,35991,1
A101334,2024-12-28,19,30,29992,1
A101334,2025-01-28,20,30,23993,1
A101334,2025-02-28,21,30,17995,0
A101334,2025-03-28,22,30,11997,1
A101334,2025-04-28,23,30,5998,1
A101334,2025-05-28,24,30,0,1
A101335,2022-03-28,1,0,401446,0
A101335,2022-04-28,2,0,395792,0
A101335,2022-05-28,3,0,390138,0
A101335,2022-06-28,4,0,384484,0
A101335,2022-07-28,5,0,378830,0
A101335,2022-08-28,6,0,373175,0
A101335,2022-09-28,7,0,367521,0
A101335,2022-10-28,8,0,361867,0
A101335,2022-11-28,9,0,356213,0
A101335,2022-12-28,10,0,350559,0
A101335,2023-01-28,11,0,344905,0
A101335,2023-02-28,12,15,339250,0
A101335,2023-03-28,13,0,333596,0
A101335,2023-04-28,14,0,327942,0
A101335,2023-05-28,15,0,322288,0
A101335,2023-06-28,16,0,316634,0
A101335,2023-07-28,17,0,310979,0
A101335,2023-08-28,18,0,305325,0
A101335,2023-09-28,19,0,299671,0
A101335,2023-10-28,20,0,294017,0
A101335,2023-11-28,21,0,288363,0
A101335,2023-12-28,22,0,282709,0
A101335,2024-01-28,23,0,277054,0
A101335,2024-02-28,24,0,271400,0
A101336,2025-02-28,1,0,125731,0
A101336,2025-03-28,2,0,120264,0
A101336,2025-04-28,3,0,114798,0
A101336,2025-05-28,4,0,109331,0
A101336,2025-06-28,5,0,103865,0
A101336,2025-07-28,6,0,98398,0
A101336,2025-08-28,7,0,92931,0
A101336,2025-09-28,8,0,87465,0
A101336,2025-10-28,9,0,81998,1
A101336,2025-11-28,10,0,76532,0
A101336,2025-12-28,11,0,71065,1
A101336,2026-01-28,12,0,65599,0
A101336,2026-02-28,13,0,60132,0
A101336,2026-03-28,14,0,54665,0
A101337,2023-08-28,1,0,502924,0
A101337,2023-09-28,2,0,495841,0
A101337,2023-10-28,3,0,488757,0
A101337,2023-11-28,4,0,481674,0
A101337,2023-12-28,5,30,474590,1
A101337,2024-01-28,6,30,467507,1
A101337,2024-02-28,7,30,460423,1
A101337,2024-03-28,8,30,453340,1
A101337,2024-04-28,9,30,446257,1
A101337,2024-05-28,10,30,439173,0
A101337,2024-06-28,11,30,432090,1
A101337,2024-07-28,12,30,425006,0
A101337,2024-08-28,13,30,417923,1
A101337,2024-09-28,14,30,410839,0
A101337,2024-10-28,15,30,403756,1
A101337,2024-11-28,16,30,396672,1
A101337,2024-12-28,17,30,389589,1
A101337,2025-01-28,18,30,382506,1
A101337,2025-02-28,19,30,375422,1
A101337,2025-03-28,20,30,368339,1
A101337,2025-04-28,21,30,361255,1
A101337,2025-05-28,22,30,354172,1
A101337,2025-06-28,23,30,347088,1
A101337,2025-07-28,24,30,340005,0
A101338,2024-07-28,1,0,229056,0
A101338,2024-08-28,2,0,225830,0
A101338,2024-09-28,3,0,222604,0
A101338,2024-10-28,4,0,219378,0
A101338,2024-11-28,5,0,216152,0
A101338,2024-12-28,6,0,212926,0
A101338,2025-01-28,7,0,209699,0
A101338,2025-02-28,8,0,206473,0
A101338,2025-03-28,9,0,203247,0
A101338,2025-04-28,10,0,200021,0
A101338,2025-05-28,11,0,196795,0
A101338,2025-06-28,12,0,193569,0
A101338,2025-07-28,13,30,190343,1
A101338,2025-08-28,14,0,187116,0
A101338,2025-09-28,15,0,183890,0
A101338,2025-10-28,16,0,180664,0
A101338,2025-11-28,17,0,177438,0
A101338,2025-12-28,18,0,174212,1
A101338,2026-01-28,19,0,170986,0
A101338,2026-02-28,20,0,167759,0
A101338,2026-03-28,21,0,164533,0
A101339,2023-03-28,1,0,198171,0
A101339,2023-04-28,2,0,189555,0
A101339,2023-05-28,3,0,180939,0
A101339,2023-06-28,4,0,172323,0
A101339,2023-07-28,5,0,163707,0
A101339,2023-08-28,6,0,155091,0
A101339,2023-09-28,7,0,146474,0
A101339,2023-10-28,8,0,137858,0
A101339,2023-11-28,9,0,129242,0
A101339,2023-12-28,10,0,120626,0
A101339,2024-01-28,11,0,112010,0
A101339,2024-02-28,12,0,103394,0
A101339,2024-03-28,13,0,94777,0
A101339,2024-04-28,14,0,86161,0
A101339,2024-05-28,15,0,77545,0
A101339,2024-06-28,16,0,68929,0
A101339,2024-07-28,17,0,60313,0
A101339,2024-08-28,18,0,51697,0
A101339,2024-09-28,19,0,43080,0
A101339,2024-10-28,20,0,34464,0
A101339,2024-11-28,21,0,25848,0
A101339,2024-12-28,22,0,17232,0
A101339,2025-01-28,23,0,8616,0
A101339,2025-02-28,24,0,0,0
A101340,2022-02-28,1,0,488544,0
A101340,2022-03-28,2,0,481663,0
A101340,2022-04-28,3,0,474782,0
A101340,2022-05-28,4,0,467901,0
A101340,2022-06-28,5,0,461020,0
A101340,2022-07-28,6,0,454139,0
A101340,2022-08-28,7,0,447258,0
A101340,2022-09-28,8,0,440377,0
A101340,2022-10-28,9,0,433496,0
A101340,2022-11-28,10,0,426615,0
A101340,2022-12-28,11,0,419735,0
A101340,2023-01-28,12,0,412854,0
A101340,2023-02-28,13,0,405973,0
A101340,2023-03-28,14,0,399092,0
A101340,2023-04-28,15,0,392211,0
A101340,2023-05-28,16,0,385330,0
A101340,2023-06-28,17,0,378449,0
A101340,2023-07-28,18,0,371568,0
A101340,2023-08-28,19,0,364687,0
A101340,2023-09-28,20,0,357806,0
A101340,2023-10-28,21,0,350926,0
A101340,2023-11-28,22,0,344045,0
A101340,2023-12-28,23,0,337164,0
A101340,2024-01-28,24,0,330283,0
A101341,2022-04-28,1,0,16069,0
A101341,2022-05-28,2,0,15370,0
A101341,2022-06-28,3,0,14672,0
A101341,2022-07-28,4,0,13973,0
A101341,2022-08-28,5,0,13274,0
A101341,2022-09-28,6,0,12576,0
A101341,2022-10-28,7,0,11877,0
A101341,2022-11-28,8,0,11178,0
A101341,2022-12-28,9,0,10480,0
A101341,2023-01-28,10,0,9781,0
A101341,2023-02-28,11,30,9082,1
A101341,2023-03-28,12,30,8384,1
A101341,2023-04-28,13,0,7685,0
A101341,2023-05-28,14,0,6986,0
A101341,2023-06-28,15,0,6288,0
A101341,2023-07-28,16,0,5589,0
A101341,2023-08-28,17,0,4890,0
A101341,2023-09-28,18,0,4192,0
A101341,2023-10-28,19,0,3493,0
A101341,2023-11-28,20,0,2794,0
A101341,2023-12-28,21,0,2096,0
A101341,2024-01-28,22,0,1397,0
A101341,2024-02-28,23,0,698,0
A101341,2024-03-28,24,0,0,0
A101342,2025-06-28,1,0,384084,0
A101342,2025-07-28,2,0,377574,0
A101342,2025-08-28,3,0,371064,0
A101342,2025-09-28,4,0,364554,0
A101342,2025-10-28,5,0,358044,0
A101342,2025-11-28,6,0,351534,0
A101342,2025-12-28,7,0,345024,0
A101342,2026-01-28,8,0,338514,0
A101342,2026-02-28,9,0,332004,0
A101342,2026-03-28,10,0,325495,0
A101343,2022-03-28,1,0,41652,0
A101343,2022-04-28,2,0,39841,0
A101343,2022-05-28,3,0,38030,0
A101343,2022-06-28,4,0,36219,0
A101343,2022-07-28,5,0,34408,0
A101343,2022-08-28,6,0,32597,0
A101343,2022-09-28,7,0,30786,0
A101343,2022-10-28,8,30,28975,1
A101343,2022-11-28,9,0,27164,0
A101343,2022-12-28,10,0,25353,0
A101343,2023-01-28,11,0,23542,0
A101343,2023-02-28,12,0,21731,1
A101343,2023-03-28,13,0,19920,0
A101343,2023-04-28,14,0,18109,0
A101343,2023-05-28,15,0,16298,0
A101343,2023-06-28,16,0,14487,0
A101343,2023-07-28,17,0,12676,0
A101343,2023-08-28,18,0,10865,0
A101343,2023-09-28,19,15,9054,0
A101343,2023-10-28,20,0,7243,0
A101343,2023-11-28,21,0,5432,0
A101343,2023-12-28,22,0,3621,0
A101343,2024-01-28,23,0,1810,1
A101343,2024-02-28,24,0,0,0
A101344,2023-01-28,1,0,44608,0
A101344,2023-02-28,2,0,43333,0
A101344,2023-03-28,3,0,42059,0
A101344,2023-04-28,4,0,40784,0
A101344,2023-05-28,5,0,39510,0
A101344,2023-06-28,6,0,38235,0
A101344,2023-07-28,7,0,36961,0
A101344,2023-08-28,8,0,35686,0
A101344,2023-09-28,9,0,34412,0
A101344,2023-10-28,10,0,33137,0
A101344,2023-11-28,11,0,31863,1
A101344,2023-12-28,12,0,30588,0
A101344,2024-01-28,13,0,29314,0
A101344,2024-02-28,14,0,28039,0
A101344,2024-03-28,15,0,26765,0
A101344,2024-04-28,16,30,25490,1
A101344,2024-05-28,17,0,24216,0
A101344,2024-06-28,18,0,22941,0
A101344,2024-07-28,19,0,21666,0
A101344,2024-08-28,20,0,20392,0
A101344,2024-09-28,21,0,19117,0
A101344,2024-10-28,22,30,17843,1
A101344,2024-11-28,23,0,16568,0
A101344,2024-12-28,24,0,15294,0
A101345,2022-02-28,1,0,216678,0
A101345,2022-03-28,2,0,207257,0
A101345,2022-04-28,3,0,197836,0
A101345,2022-05-28,4,0,188415,0
A101345,2022-06-28,5,0,178995,0
A101345,2022-07-28,6,0,169574,0
A101345,2022-08-28,7,0,160153,0
A101345,2022-09-28,8,0,150732,0
A101345,2022-10-28,9,0,141311,0
A101345,2022-11-28,10,0,131891,0
A101345,2022-12-28,11,0,122470,0
A101345,2023-01-28,12,0,113049,0
A101345,2023-02-28,13,0,103628,0
A101345,2023-03-28,14,0,94207,0
A101345,2023-04-28,15,0,84787,0
A101345,2023-05-28,16,0,75366,0
A101345,2023-06-28,17,0,65945,0
A101345,2023-07-28,18,0,56524,0
A101345,2023-08-28,19,0,47103,0
A101345,2023-09-28,20,0,37683,0
A101345,2023-10-28,21,0,28262,0
A101345,2023-11-28,22,0,18841,0
A101345,2023-12-28,23,0,9420,0
A101345,2024-01-28,24,0,0,0
A101346,2025-08-28,1,0,89520,0
A101346,2025-09-28,2,0,87615,0
A101346,2025-10-28,3,0,85710,0
A101346,2025-11-28,4,0,83806,0
A101346,2025-12-28,5,0,81901,0
A101346,2026-01-28,6,0,79996,0
A101346,2026-02-28,7,0,78092,0
A101346,2026-03-28,8,0,76187,0
A101347,2025-08-28,1,0,110624,0
A101347,2025-09-28,2,15,105814,0
A101347,2025-10-28,3,0,101004,0
A101347,2025-11-28,4,0,96195,0
A101347,2025-12-28,5,0,91385,0
A101347,2026-01-28,6,0,86575,0
A101347,2026-02-28,7,0,81765,0
A101347,2026-03-28,8,0,76956,0
A101348,2024-06-28,1,0,60783,0
A101348,2024-07-28,2,0,58140,0
A101348,2024-08-28,3,0,55497,0
A101348,2024-09-28,4,0,52855,0
A101348,2024-10-28,5,0,50212,0
A101348,2024-11-28,6,0,47569,0
A101348,2024-12-28,7,0,44926,0
A101348,2025-01-28,8,0,42284,0
A101348,2025-02-28,9,0,39641,0
A101348,2025-03-28,10,0,36998,0
A101348,2025-04-28,11,0,34355,0
A101348,2025-05-28,12,0,31713,0
A101348,2025-06-28,13,0,29070,0
A101348,2025-07-28,14,30,26427,1
A101348,2025-08-28,15,0,23784,0
A101348,2025-09-28,16,0,21142,0
A101348,2025-10-28,17,0,18499,0
A101348,2025-11-28,18,0,15856,0
A101348,2025-12-28,19,15,13213,0
A101348,2026-01-28,20,0,10570,0
A101348,2026-02-28,21,0,7928,0
A101348,2026-03-28,22,0,5285,0
A101349,2025-12-28,1,0,234820,0
A101349,2026-01-28,2,0,229824,0
A101349,2026-02-28,3,0,224828,0
A101349,2026-03-28,4,0,219832,0
A101350,2022-08-28,1,0,297863,0
A101350,2022-09-28,2,0,289353,1
A101350,2022-10-28,3,0,280842,0
A101350,2022-11-28,4,0,272332,0
A101350,2022-12-28,5,0,263822,0
A101350,2023-01-28,6,0,255311,0
A101350,2023-02-28,7,0,246801,0
A101350,2023-03-28,8,0,238290,0
A101350,2023-04-28,9,0,229780,0
A101350,2023-05-28,10,0,221270,0
A101350,2023-06-28,11,0,212759,0
A101350,2023-07-28,12,0,204249,0
A101350,2023-08-28,13,0,195738,1
A101350,2023-09-28,14,0,187228,0
A101350,2023-10-28,15,0,178718,0
A101350,2023-11-28,16,0,170207,0
A101350,2023-12-28,17,0,161697,0
A101350,2024-01-28,18,0,153187,0
A101350,2024-02-28,19,0,144676,0
A101350,2024-03-28,20,0,136166,0
A101350,2024-04-28,21,0,127655,0
A101350,2024-05-28,22,0,119145,0
A101350,2024-06-28,23,0,110635,0
A101350,2024-07-28,24,0,102124,0
A101351,2025-05-28,1,0,22715,0
A101351,2025-06-28,2,0,21727,1
A101351,2025-07-28,3,0,20740,0
A101351,2025-08-28,4,0,19752,0
A101351,2025-09-28,5,0,18764,0
A101351,2025-10-28,6,0,17777,0
A101351,2025-11-28,7,0,16789,0
A101351,2025-12-28,8,0,15802,0
A101351,2026-01-28,9,0,14814,0
A101351,2026-02-28,10,30,13826,1
A101351,2026-03-28,11,0,12839,0
A101352,2025-06-28,1,0,147039,0
A101352,2025-07-28,2,0,143911,0
A101352,2025-08-28,3,0,140782,0
A101352,2025-09-28,4,0,137654,0
A101352,2025-10-28,5,0,134525,0
A101352,2025-11-28,6,0,131397,0
A101352,2025-12-28,7,0,128268,0
A101352,2026-01-28,8,0,125140,0
A101352,2026-02-28,9,0,122011,0
A101352,2026-03-28,10,0,118883,0
A101353,2023-04-28,1,0,263248,0
A101353,2023-05-28,2,0,257647,0
A101353,2023-06-28,3,0,252046,0
A101353,2023-07-28,4,0,246445,0
A101353,2023-08-28,5,0,240844,0
A101353,2023-09-28,6,0,235243,0
A101353,2023-10-28,7,0,229642,0
A101353,2023-11-28,8,0,224041,0
A101353,2023-12-28,9,0,218440,0
A101353,2024-01-28,10,0,212839,0
A101353,2024-02-28,11,0,207238,0
A101353,2024-03-28,12,0,201637,0
A101353,2024-04-28,13,0,196036,1
A101353,2024-05-28,14,0,190435,0
A101353,2024-06-28,15,0,184834,0
A101353,2024-07-28,16,0,179233,0
A101353,2024-08-28,17,0,173632,0
A101353,2024-09-28,18,0,168031,0
A101353,2024-10-28,19,0,162430,0
A101353,2024-11-28,20,0,156829,0
A101353,2024-12-28,21,0,151228,0
A101353,2025-01-28,22,0,145627,0
A101353,2025-02-28,23,0,140026,0
A101353,2025-03-28,24,0,134425,0
A101354,2025-01-28,1,0,945079,0
A101354,2025-02-28,2,0,929061,0
A101354,2025-03-28,3,0,913043,0
A101354,2025-04-28,4,0,897024,0
A101354,2025-05-28,5,0,881006,0
A101354,2025-06-28,6,0,864988,0
A101354,2025-07-28,7,0,848969,0
A101354,2025-08-28,8,0,832951,0
A101354,2025-09-28,9,0,816933,0
A101354,2025-10-28,10,0,800915,0
A101354,2025-11-28,11,0,784896,0
A101354,2025-12-28,12,0,768878,0
A101354,2026-01-28,13,0,752860,0
A101354,2026-02-28,14,0,736841,0
A101354,2026-03-28,15,0,720823,0
A101355,2022-06-28,1,0,309357,0
A101355,2022-07-28,2,0,300518,0
A101355,2022-08-28,3,0,291679,0
A101355,2022-09-28,4,0,282840,0
A101355,2022-10-28,5,0,274002,0
A101355,2022-11-28,6,0,265163,0
A101355,2022-12-28,7,0,256324,0
A101355,2023-01-28,8,0,247485,0
A101355,2023-02-28,9,0,238647,0
A101355,2023-03-28,10,0,229808,0
A101355,2023-04-28,11,0,220969,0
A101355,2023-05-28,12,0,212130,0
A101355,2023-06-28,13,0,203291,0
A101355,2023-07-28,14,0,194453,0
A101355,2023-08-28,15,0,185614,0
A101355,2023-09-28,16,0,176775,0
A101355,2023-10-28,17,0,167936,0
A101355,2023-11-28,18,0,159098,1
A101355,2023-12-28,19,0,150259,0
A101355,2024-01-28,20,0,141420,0
A101355,2024-02-28,21,0,132581,0
A101355,2024-03-28,22,0,123742,0
A101355,2024-04-28,23,0,114904,0
A101355,2024-05-28,24,0,106065,0
A101356,2024-01-28,1,0,64424,0
A101356,2024-02-28,2,0,61623,0
A101356,2024-03-28,3,0,58822,0
A101356,2024-04-28,4,0,56021,0
A101356,2024-05-28,5,0,53220,0
A101356,2024-06-28,6,0,50419,0
A101356,2024-07-28,7,0,47618,0
A101356,2024-08-28,8,0,44817,0
A101356,2024-09-28,9,0,42016,0
A101356,2024-10-28,10,0,39215,0
A101356,2024-11-28,11,0,36414,0
A101356,2024-12-28,12,0,33613,0
A101356,2025-01-28,13,0,30811,0
A101356,2025-02-28,14,0,28010,0
A101356,2025-03-28,15,0,25209,0
A101356,2025-04-28,16,0,22408,0
A101356,2025-05-28,17,0,19607,1
A101356,2025-06-28,18,0,16806,0
A101356,2025-07-28,19,0,14005,0
A101356,2025-08-28,20,0,11204,0
A101356,2025-09-28,21,0,8403,0
A101356,2025-10-28,22,0,5602,0
A101356,2025-11-28,23,0,2801,0
A101356,2025-12-28,24,0,0,0
A101357,2023-06-28,1,0,29618,0
A101357,2023-07-28,2,0,28330,0
A101357,2023-08-28,3,0,27042,0
A101357,2023-09-28,4,30,25755,1
A101357,2023-10-28,5,30,24467,1
A101357,2023-11-28,6,30,23179,1
A101357,2023-12-28,7,30,21891,1
A101357,2024-01-28,8,30,20604,0
A101357,2024-02-28,9,30,19316,1
A101357,2024-03-28,10,30,18028,1
A101357,2024-04-28,11,30,16740,1
A101357,2024-05-28,12,30,15453,1
A101357,2024-06-28,13,30,14165,1
A101357,2024-07-28,14,30,12877,0
A101357,2024-08-28,15,30,11589,1
A101357,2024-09-28,16,30,10302,1
A101357,2024-10-28,17,30,9014,1
A101357,2024-11-28,18,30,7726,1
A101357,2024-12-28,19,30,6438,1
A101357,2025-01-28,20,30,5150,0
