account_id,bureau_pull_date,bureau_score,active_facilities,total_outstanding,worst_status_12m,enquiries_6m
A102610,2022-09-08,704,4,425863,0,0
A102611,2025-06-25,782,2,70282,2,0
A102612,2022-05-01,663,1,179009,0,0
A102613,2023-07-06,850,0,293340,2,1
A102614,2025-11-17,850,0,66892,0,0
A102615,2024-10-06,753,6,69860,0,0
A102617,2024-06-17,838,1,88570,0,0
A102618,2022-06-08,734,2,71056,1,0
A102619,2025-08-22,850,0,96197,0,0
A102620,2025-04-22,799,3,49195,0,2
A102621,2025-12-19,761,0,317002,0,0
A102622,2022-10-30,803,3,429978,0,0
A102622,2022-10-01,744,3,224622,0,0
A102623,2025-04-16,697,4,112154,0,0
A102624,2025-08-21,846,2,372101,0,0
A102625,2022-10-12,719,5,142056,0,0
A102626,2023-09-17,835,2,142503,2,0
A102627,2025-03-23,653,2,65015,0,0
A102627,2025-02-20,705,3,391689,1,0
A102628,2024-02-12,850,4,63289,0,0
A102629,2023-03-27,760,3,96715,2,0
A102630,2024-06-21,603,1,602733,0,0
A102631,2023-08-29,763,3,173471,0,0
A102632,2023-02-28,732,2,240562,0,2
A102633,2025-03-29,850,1,77566,0,0
A102634,2023-08-27,850,6,433695,1,0
A102635,2023-05-21,850,1,82970,0,0
A102636,2025-10-19,707,0,195458,0,0
A102637,2025-03-21,826,3,105331,3,0
A102638,2023-02-24,777,1,250236,0,0
A102639,2024-03-14,776,5,179219,0,1
A102640,2022-03-09,800,5,366343,0,0
A102641,2024-09-16,642,1,466975,0,1
A102642,2023-10-29,823,3,176131,0,0
A102643,2025-06-14,712,3,219516,1,0
A102644,2025-07-09,850,6,146192,0,0
A102645,2023-11-14,684,3,80355,0,0
A102646,2022-03-15,850,1,857987,3,0
A102648,2023-09-24,832,2,142494,0,0
A102649,2022-05-21,755,0,312104,0,0
A102649,2022-04-22,813,3,869602,0,0
A102650,2024-11-08,768,2,459671,2,0
A102651,2022-10-19,642,3,72623,0,1
A102652,2023-09-05,850,2,877468,0,0
A102654,2022-06-23,653,2,17030,0,0
A102655,2023-12-01,850,4,136265,0,0
A102656,2025-11-08,778,2,198120,1,0
A102657,2022-08-31,791,3,111158,1,0
A102658,2024-08-20,850,4,73109,0,0
A102659,2025-05-03,850,2,388899,0,0
A102660,2022-05-11,746,2,85050,0,0
A102660,2022-04-13,762,2,96152,1,0
A102661,2025-02-16,798,5,154773,2,0
A102662,2025-01-23,812,1,53752,0,0
A102663,2022-09-10,792,5,95508,0,0
A102664,2025-03-25,824,1,631103,0,0
A102664,2025-02-26,850,4,98168,0,0
A102665,2023-09-08,805,2,37557,0,0
A102666,2024-07-09,713,4,709156,0,0
A102668,2025-04-16,834,2,53974,1,0
A102671,2025-01-20,779,1,172340,1,0
A102672,2023-09-28,850,2,58084,0,0
A102673,2023-09-17,650,4,304207,0,0
A102674,2023-03-13,609,3,161500,2,0
A102674,2023-02-11,726,5,20539,1,0
A102675,2025-01-30,823,3,138821,0,0
A102676,2025-07-15,850,4,82685,0,0
A102678,2025-01-12,798,5,346216,0,0
A102679,2022-11-27,771,1,94629,0,0
A102679,2022-10-25,838,2,126487,0,0
A102680,2022-10-31,803,2,103954,0,0
A102681,2023-09-23,687,0,442613,1,0
A102682,2022-06-21,850,1,48561,1,0
A102683,2023-01-15,570,3,117337,0,0
A102684,2025-07-09,635,1,54187,0,0
A102685,2024-08-21,766,0,219338,0,0
A102686,2023-11-19,616,5,81526,0,0
A102687,2024-06-30,760,1,643038,0,2
A102688,2024-05-21,821,3,132086,0,0
A102689,2023-08-17,752,2,499338,0,0
A102690,2023-07-19,850,3,124780,0,0
A102691,2024-11-20,743,2,131147,0,0
A102692,2023-08-05,802,2,342195,1,0
A102693,2024-07-07,738,5,71737,0,0
A102693,2024-06-06,686,0,409358,0,0
A102694,2024-07-18,818,0,113787,2,0
A102695,2023-09-10,791,3,16919,0,0
A102696,2024-02-27,794,2,270978,0,0
A102698,2024-04-24,850,2,184660,0,0
A102699,2023-03-29,850,1,60404,0,0
A102700,2023-05-14,850,6,42236,0,0
A102701,2025-04-04,772,3,179580,1,0
A102702,2025-07-31,822,1,74248,0,0
A102703,2024-06-22,754,1,294938,1,0
A102705,2023-11-04,850,1,72328,0,0
A102706,2022-10-24,850,3,497813,1,0
A102707,2023-06-28,820,0,743822,0,0
A102708,2023-01-29,657,3,474915,0,0
A102709,2024-03-02,597,1,208577,0,0
A102710,2024-12-27,668,3,261614,0,2
A102711,2023-05-20,850,1,138681,3,0
A102712,2025-01-02,850,0,84917,0,0
A102713,2022-09-04,760,2,56322,0,0
A102714,2023-01-13,763,0,916376,1,0
A102715,2024-02-25,612,4,246935,0,0
A102716,2025-11-28,850,1,110598,0,0
A102717,2023-02-14,820,1,552280,0,0
A102718,2024-08-05,710,2,219361,2,2
A102719,2024-12-10,848,3,317680,1,0
A102720,2023-06-27,808,4,303055,0,0
A102721,2023-11-03,850,2,98410,0,0
A102722,2024-12-02,832,1,300413,0,0
A102723,2022-11-20,613,2,75791,0,0
A102724,2023-10-30,758,5,388811,3,0
A102724,2023-09-27,762,4,1814352,0,0
A102726,2024-04-16,850,3,62337,0,0
A102727,2025-09-01,843,0,81863,0,0
A102728,2024-06-14,850,2,62480,0,0
A102729,2024-05-11,818,3,127143,0,0
A102730,2025-08-05,791,4,96134,0,0
A102731,2024-04-15,779,0,177567,1,0
A102731,2024-03-16,850,3,321304,0,0
A102732,2023-10-13,850,1,281337,0,0
A102733,2022-06-15,701,1,168879,0,0
A102734,2024-09-01,749,1,2154667,0,0
A102734,2024-08-01,784,0,648844,2,0
A102735,2024-05-02,727,2,202873,0,0
A102736,2023-02-27,808,1,235922,1,0
A102737,2023-03-09,850,3,89333,2,0
A102738,2022-03-04,779,2,126039,0,0
A102739,2022-08-16,850,2,442622,0,0
A102740,2023-07-21,723,2,239334,0,0
A102741,2025-06-22,662,0,34658,0,0
A102743,2023-04-23,850,0,97154,0,0
A102745,2023-09-05,850,1,175029,0,0
A102746,2022-07-03,649,5,53014,0,2
A102748,2024-10-16,847,0,349107,0,0
A102749,2023-08-03,850,1,91405,0,0
A102750,2023-05-29,812,3,149612,0,0
A102751,2025-03-12,695,5,209761,0,0
A102752,2022-08-29,850,4,73683,0,0
A102753,2023-05-14,759,1,287806,1,0
A102755,2025-01-13,850,4,92820,0,0
A102757,2024-10-21,850,4,36407,2,0
A102760,2022-03-15,652,2,419751,0,0
A102761,2025-05-30,793,4,44485,0,0
A102762,2025-02-03,724,3,283549,0,0
A102763,2023-10-30,810,0,164435,0,0
A102764,2025-03-16,850,2,374044,1,1
A102766,2023-12-24,647,0,233203,0,0
A102767,2024-10-31,850,3,43112,1,0
A102768,2024-11-06,850,2,477406,0,0
A102769,2024-09-21,850,4,218737,2,0
A102770,2024-03-03,617,0,413504,1,1
A102771,2024-06-12,850,2,315920,3,0
A102772,2024-01-22,774,1,629695,0,0
A102773,2023-12-30,701,0,90673,0,0
A102774,2025-10-07,850,1,40839,0,0
A102775,2025-04-27,739,3,92584,1,0
A102776,2025-03-11,691,2,32935,0,0
A102777,2023-01-22,844,2,63698,1,0
A102777,2022-12-22,727,1,46690,1,0
A102778,2022-11-17,734,3,127800,0,0
A102779,2024-09-23,775,1,173302,0,0
A102780,2023-05-06,832,0,390818,0,0
A102781,2023-01-18,849,2,138001,0,0
A102782,2025-05-09,804,9,240035,0,0
A102783,2022-03-02,616,3,911879,3,0
A102785,2022-01-29,850,1,317891,0,0
A102787,2025-12-13,769,1,198669,0,0
A102789,2022-07-26,850,3,784324,1,0
A102790,2022-04-16,720,5,303827,0,0
A102791,2022-03-12,663,3,53396,0,0
A102792,2024-03-01,788,2,33147,3,0
A102793,2024-11-15,692,3,626485,0,0
A102794,2024-03-07,750,1,191798,1,1
A102795,2025-01-16,695,2,838120,0,0
A102796,2025-08-27,685,4,75546,0,0
A102797,2025-06-17,796,4,86771,0,0
A102798,2025-03-20,735,1,249638,1,0
A102800,2025-01-23,422,2,93934,0,0
A102802,2022-02-15,651,1,137125,0,0
A102803,2025-10-11,790,3,891041,0,0
A102804,2022-05-10,775,2,70655,2,0
A102805,2023-12-05,850,1,102768,2,0
A102806,2024-09-01,670,3,277229,1,1
A102807,2022-01-10,829,1,124471,0,0
A102808,2024-04-25,730,1,809348,0,0
A102809,2022-01-04,651,3,234577,2,0
A102811,2022-12-24,850,2,274122,0,0
A102812,2025-02-15,850,1,1265681,0,0
A102813,2025-12-14,840,2,505419,0,0
A102814,2025-05-02,614,2,54576,2,0
A102815,2023-01-03,850,4,107234,0,0
A102816,2022-07-30,639,4,173996,0,0
A102817,2023-07-12,773,4,185391,0,0
A102818,2025-06-05,687,3,237811,0,0
A102819,2023-11-24,850,4,302123,2,0
A102820,2023-01-01,850,5,288798,1,0
A102821,2023-12-10,706,5,175889,0,0
A102822,2025-11-09,741,3,37157,0,0
A102823,2024-12-27,729,5,382976,0,0
A102824,2024-07-12,733,3,135004,2,0
A102825,2025-10-12,711,3,256056,0,0
A102826,2022-12-06,743,2,325674,0,0
A102826,2022-11-05,504,1,136408,0,0
A102827,2022-07-24,850,1,752931,0,0
A102828,2025-08-05,585,5,123106,0,0
A102829,2024-01-02,850,1,210469,0,0
A102830,2023-06-01,850,3,92231,3,0
A102831,2024-10-30,688,1,230344,3,0
A102832,2023-08-10,843,1,75781,2,0
A102833,2025-03-01,850,3,147402,0,0
A102834,2022-08-30,815,2,26657,0,0
A102835,2025-12-25,808,1,455733,0,0
A102837,2023-08-31,705,3,93374,0,0
A102838,2022-12-15,713,1,97684,0,0
A102839,2025-02-10,850,5,76801,0,0
A102840,2025-11-12,826,1,421518,0,0
A102841,2023-08-21,786,0,36640,0,0
A102842,2022-01-31,663,3,141310,0,1
A102843,2025-12-21,850,1,245532,1,0
A102844,2024-04-01,725,0,805562,0,0
A102845,2022-08-11,833,1,727676,0,0
A102846,2025-11-17,850,2,417471,0,0
A102847,2023-03-11,746,4,123894,1,0
A102849,2025-01-01,835,2,241932,0,0
A102850,2025-01-07,850,5,111806,0,0
A102851,2025-11-08,850,2,96751,0,0
A102852,2023-10-27,674,1,493512,3,0
A102853,2023-07-26,740,2,138880,0,0
A102854,2022-05-13,850,4,361024,0,1
A102855,2024-09-12,738,5,64531,0,0
A102856,2024-07-26,810,0,63957,0,0
A102857,2022-07-09,599,2,153418,0,0
A102858,2023-11-25,614,3,85119,0,0
A102859,2023-11-21,764,2,1092994,2,0
A102860,2023-08-18,844,2,85813,0,2
A102862,2025-07-17,824,3,137076,0,0
A102863,2022-12-27,850,3,240971,0,0
A102864,2024-08-18,846,2,191523,0,0
A102867,2022-03-10,850,3,70612,0,0
A102869,2025-12-07,766,0,91653,1,0
A102870,2022-08-10,732,3,191970,0,0
A102871,2024-10-20,850,2,99304,0,0
A102872,2023-04-29,729,2,362996,0,0
A102873,2024-04-15,850,2,822518,0,0
A102874,2023-03-12,658,0,165469,0,1
A102875,2024-01-22,850,2,412707,0,0
A102876,2025-06-22,818,0,198443,1,0
A102877,2022-08-01,850,6,235445,0,0
A102878,2025-05-18,850,0,131975,0,0
A102879,2025-06-12,776,2,179626,0,0
A102880,2022-02-05,838,3,130750,0,0
A102881,2025-09-22,773,3,585796,1,0
A102882,2025-04-21,751,1,34337,0,0
A102883,2025-12-20,552,2,29708,0,0
A102884,2023-08-03,846,3,221215,0,0
A102884,2023-07-02,767,3,194032,1,0
A102885,2022-09-18,850,3,535120,0,0
A102886,2024-06-12,850,2,33994,0,0
A102887,2022-12-04,808,4,220054,0,0
A102888,2025-11-21,602,2,200510,0,2
A102889,2023-02-27,850,2,155569,0,0
A102890,2022-10-03,821,2,122019,0,0
A102891,2023-03-14,770,5,584583,0,0
A102893,2022-04-01,850,2,88472,0,0
A102894,2022-12-30,832,0,657631,0,0
A102895,2024-03-20,850,0,165660,1,0
A102895,2024-02-19,850,3,239125,0,0
A102896,2025-02-13,664,2,74852,0,0
A102897,2024-11-21,785,3,38795,0,0
A102898,2024-07-06,680,0,180077,2,0
A102899,2023-03-01,740,2,137039,0,0
A102901,2025-09-24,850,3,216438,0,0
A102902,2023-04-26,850,2,20204,0,0
A102904,2023-05-02,820,1,130072,1,0
A102905,2024-10-16,828,2,82532,1,0
A102906,2025-10-05,803,3,295852,0,0
A102907,2024-12-15,850,3,34313,0,0
A102908,2024-06-07,850,3,147274,1,0
A102909,2024-07-22,850,1,84490,0,0
A102910,2024-11-11,734,4,386884,0,0
A102911,2023-07-07,669,3,436088,0,0
A102912,2023-11-24,689,0,1293034,0,0
A102913,2025-07-20,840,2,440062,2,0
A102914,2024-01-11,677,0,130576,3,0
A102915,2023-07-27,778,4,351043,0,1
A102916,2024-08-29,633,1,176727,2,0
A102917,2025-03-24,850,0,197599,0,0
A102918,2024-10-14,588,2,231090,0,0
A102919,2022-04-15,719,4,321643,0,0
A102920,2025-09-17,788,2,333822,1,0
A102921,2025-02-25,793,4,74306,0,3
A102922,2022-01-23,748,5,94994,0,0
A102923,2022-07-25,798,5,49602,0,0
A102924,2025-06-04,692,1,198301,0,0
A102926,2024-10-22,490,2,76666,0,0
A102927,2022-04-22,819,1,90185,0,0
A102928,2024-03-21,708,4,110330,0,0
A102929,2022-06-05,748,6,334200,0,0
A102930,2023-06-27,800,3,18020,0,0
A102931,2024-05-25,721,2,57788,2,0
A102932,2022-01-13,850,0,71906,2,0
A102933,2023-01-13,850,2,62015,1,0
A102934,2024-12-29,850,1,367074,1,0
A102935,2025-03-13,507,2,173482,3,0
A102936,2022-07-09,802,2,92653,0,0
A102937,2022-08-04,773,0,127279,0,0
A102938,2025-05-09,850,1,709712,0,0
A102938,2025-04-11,812,2,24037,0,0
A102939,2022-03-11,643,3,581343,3,0
A102939,2022-02-08,735,0,299377,0,0
A102940,2025-04-19,850,0,206332,0,0
A102941,2025-01-25,714,1,44878,0,0
A102943,2022-12-29,791,3,11895,0,0
A102944,2024-04-29,850,3,279381,0,0
A102945,2023-02-28,814,0,114518,0,0
A102946,2025-02-05,850,1,32404,0,0
A102947,2025-11-01,850,4,626952,0,1
A102948,2025-05-01,746,4,118580,0,0
A102952,2025-09-01,650,0,148821,0,0
A102953,2025-11-05,850,3,1038923,1,0
A102954,2025-02-12,784,2,348321,1,0
A102955,2024-05-21,501,2,68622,0,0
A102956,2024-07-08,850,2,464090,0,0
A102957,2024-10-19,850,4,186260,0,0
A102958,2022-01-06,808,1,1024648,0,0
A102959,2024-09-27,850,2,231831,1,0
A102960,2022-09-15,816,0,581447,1,0
A102961,2022-10-14,850,1,82678,0,0
A102962,2023-01-28,737,4,66650,2,0
A102964,2025-11-21,740,2,181633,1,0
A102965,2023-03-11,723,1,255642,0,0
A102966,2022-08-14,772,2,233230,0,0
A102967,2022-01-05,791,0,120476,0,0
A102969,2023-06-13,836,3,275594,1,0
A102970,2025-12-10,767,0,279389,0,0
A102971,2025-06-17,781,0,126693,0,0
A102973,2025-03-20,850,1,703807,0,0
A102974,2025-10-27,850,2,327011,1,0
A102975,2025-06-08,668,2,354637,2,0
A102976,2025-11-30,785,4,119171,2,0
A102977,2025-11-21,744,2,127840,0,0
A102978,2024-08-11,625,5,248021,3,0
A102979,2023-02-09,577,2,229630,1,0
A102979,2023-01-07,777,2,331574,0,0
A102980,2023-01-24,762,0,584487,0,0
A102980,2022-12-23,711,3,185068,1,0
A102981,2022-08-31,806,2,245359,0,0
A102982,2022-03-10,830,2,177867,2,1
A102984,2025-05-15,825,0,122468,0,0
A102985,2025-02-12,827,1,729010,1,0
A102987,2023-09-06,819,1,122536,0,0
A102988,2022-11-30,850,3,444170,1,0
A102989,2023-12-17,850,2,449645,0,0
A102990,2023-01-10,809,4,747452,2,0
A102991,2024-06-30,743,1,265470,0,0
A102992,2024-04-03,741,3,57227,0,0
A102993,2022-03-23,850,3,176811,1,0
A102993,2022-02-21,679,2,54904,1,0
A102994,2024-01-06,655,4,48562,0,0
A102995,2022-08-15,848,1,191856,0,0
A102996,2024-09-07,683,1,177211,0,0
A102997,2023-02-07,787,0,303637,0,0
A102998,2021-12-31,634,1,194930,0,0
A102999,2025-10-15,707,1,640246,0,0
A103001,2024-04-03,850,1,451133,0,0
A103002,2023-11-20,812,4,187837,0,0
A103003,2025-01-01,745,3,568490,1,0
A103004,2025-11-12,571,3,356457,0,0
A103005,2024-10-05,690,3,269671,3,0
A103006,2024-06-13,634,3,173607,0,2
A103007,2022-01-31,821,2,109045,0,0
A103008,2025-12-19,850,4,233905,0,0
A103009,2023-02-16,679,0,597466,1,0
A103010,2024-12-09,826,4,711668,1,0
A103011,2023-11-06,750,5,81329,1,0
A103011,2023-10-06,813,2,195515,1,0
A103013,2022-09-25,842,2,277151,0,0
A103014,2025-06-25,850,0,52277,0,0
A103015,2024-11-27,850,0,102707,1,0
A103017,2025-01-25,797,0,366058,0,0
A103019,2022-01-08,787,4,331339,0,0
A103020,2025-04-29,850,1,127774,2,0
A103021,2024-12-04,718,2,179905,0,0
A103022,2023-02-06,747,1,26749,0,0
A103023,2024-07-17,688,4,1264181,0,0
A103024,2022-04-28,727,4,439597,0,0
A103025,2022-06-17,715,2,1692820,1,0
A103025,2022-05-16,850,3,230999,0,0
A103026,2022-07-10,850,2,187888,1,1
A103027,2023-02-21,779,4,54124,1,1
A103028,2022-01-03,818,1,386091,0,0
A103029,2025-09-04,692,0,136202,0,0
A103030,2023-05-13,720,3,39504,0,0
A103031,2022-06-14,798,3,215982,2,0
A103032,2024-02-14,801,1,52810,0,0
A103033,2025-04-26,734,2,95865,0,0
A103034,2025-10-23,733,1,46620,2,0
A103035,2023-05-25,850,2,527218,0,0
A103036,2023-07-23,754,3,156625,1,0
A103037,2022-04-20,730,0,302304,1,0
A103038,2025-05-20,760,4,170830,1,0
A103039,2023-09-25,647,4,165935,0,0
A103040,2022-03-04,804,1,63005,0,0
A103041,2025-10-29,789,3,179931,0,0
A103042,2025-02-20,850,2,129646,1,0
A103043,2025-10-22,687,0,188741,0,0
A103044,2025-05-14,850,2,119116,0,0
A103045,2023-08-24,797,3,517588,1,0
A103046,2022-02-25,778,0,134633,0,0
A103047,2024-09-29,712,4,85298,0,0
A103048,2022-11-25,787,3,90290,0,0
A103049,2024-09-11,850,1,675848,0,0
A103050,2023-11-12,850,2,466078,0,0
A103051,2025-03-13,850,1,348303,0,0
A103052,2023-08-30,810,1,677297,0,0
A103053,2025-10-18,710,3,1892732,0,0
A103055,2025-07-29,762,1,617071,0,0
A103056,2023-02-15,619,3,86198,0,0
A103057,2025-10-14,850,8,158261,0,0
A103058,2023-08-29,829,2,60129,0,0
A103059,2025-03-31,783,3,156227,0,0
A103060,2023-07-04,723,5,813111,0,0
A103061,2023-01-27,659,0,131764,2,0
A103062,2025-02-16,850,0,135805,0,1
A103063,2022-08-02,777,1,359808,0,0
A103065,2025-05-19,600,0,74769,0,0
A103066,2023-04-24,698,2,123473,2,0
A103067,2025-12-10,850,3,363248,1,0
A103068,2023-10-04,661,2,470064,0,1
A103071,2022-08-17,808,7,205319,2,0
A103073,2024-11-05,765,2,203199,0,0
A103074,2025-02-16,676,3,256728,2,0
A103075,2025-04-24,480,0,1023440,0,0
A103076,2025-05-15,850,1,257320,2,0
A103077,2024-11-21,850,1,120268,0,0
A103078,2023-05-08,778,1,316975,1,0
A103079,2024-06-02,683,2,111795,0,0
A103080,2025-08-25,703,2,309435,0,0
A103081,2025-01-29,754,0,261543,1,0
A103083,2024-10-20,850,0,901867,3,0
A103083,2024-09-22,635,5,512654,0,0
A103084,2022-11-17,668,2,349679,0,0
A103085,2023-01-29,779,2,66021,0,0
A103086,2025-01-02,812,2,42284,0,0
A103087,2023-03-09,850,0,247919,0,0
A103087,2023-02-10,850,3,38694,0,0
A103088,2024-05-09,830,3,232960,3,0
A103089,2022-03-21,850,3,127036,0,0
A103090,2022-08-11,695,3,56110,0,0
A103091,2025-10-29,594,2,296201,0,0
A103092,2024-03-05,850,4,265310,0,0
A103093,2023-09-13,850,3,46074,0,0
A103094,2023-09-28,730,3,185826,2,0
A103095,2022-03-12,850,2,243345,0,0
A103096,2022-10-02,850,0,304206,0,0
A103097,2025-06-13,773,0,134720,1,0
A103099,2022-10-05,724,4,143152,0,0
A103100,2022-02-06,804,1,347029,0,0
A103102,2024-06-18,819,1,204091,0,0
A103103,2024-07-13,728,2,500102,1,0
A103104,2024-09-18,850,1,134038,1,0
A103105,2024-08-05,613,1,356891,0,0
A103106,2025-05-12,690,4,137909,2,0
A103107,2024-01-31,728,3,80777,0,0
A103108,2022-07-02,831,3,130176,0,0
A103110,2023-10-06,698,3,43505,0,0
A103111,2025-06-30,591,3,821657,0,0
A103112,2023-11-04,850,0,127760,2,0
A103114,2025-05-13,612,4,207953,0,0
A103116,2023-09-28,782,0,241743,0,1
A103117,2025-06-24,659,2,220940,3,0
A103118,2025-05-30,737,1,56553,0,0
A103119,2024-01-25,831,3,55080,3,0
A103120,2024-06-08,639,6,97389,0,0
A103121,2025-10-03,728,2,36228,0,0
A103122,2024-04-17,850,4,60737,0,0
A103123,2024-05-01,814,5,201473,0,0
A103124,2025-09-17,808,3,26474,0,0
A103124,2025-08-18,779,2,97850,0,0
A103125,2024-01-27,809,3,66373,0,0
A103126,2024-07-02,719,2,197441,0,0
A103127,2023-03-27,790,1,190542,0,0
A103128,2023-01-24,850,3,94605,0,0
A103129,2021-12-30,850,3,688330,1,0
A103130,2024-12-27,631,1,343694,0,0
A103131,2023-05-11,726,4,48471,0,0
A103132,2025-12-13,740,2,558387,1,0
A103133,2025-03-11,850,2,61203,0,0
A103134,2022-11-26,571,2,66445,0,0
A103135,2025-03-18,796,3,75639,3,0
A103136,2022-07-27,850,2,70644,0,0
A103137,2022-07-06,644,4,342580,1,0
A103138,2023-10-31,850,0,217644,0,0
A103139,2025-06-21,769,3,244113,1,0
A103141,2022-06-06,811,2,199747,0,0
A103142,2024-08-01,644,0,90582,0,0
A103143,2022-02-17,771,1,44559,0,0
A103144,2022-06-21,779,6,211697,1,0
A103145,2022-01-12,777,0,127438,0,1
A103146,2022-01-21,850,2,189140,0,0
A103147,2025-06-03,732,5,99948,0,0
A103148,2023-02-20,830,0,133954,0,0
A103150,2022-07-07,712,1,110592,2,0
A103151,2024-05-15,756,2,113350,0,0
A103152,2022-03-08,720,2,150793,0,0
A103154,2023-07-14,810,0,180487,0,0
A103155,2024-03-04,730,3,32187,0,0
A103156,2023-03-29,611,1,690610,0,0
A103157,2024-11-09,832,3,262698,1,0
A103158,2023-03-03,850,4,98279,1,0
A103159,2024-02-25,735,0,566215,0,2
A103160,2025-12-08,681,0,178438,0,0
A103161,2023-01-13,810,1,210214,0,1
A103162,2024-02-01,785,2,134731,0,0
A103162,2024-01-01,850,1,147642,0,0
A103163,2025-11-09,843,3,190851,1,0
A103164,2022-03-16,630,0,173495,0,2
A103165,2024-12-19,748,2,877595,0,0
A103166,2023-01-08,696,1,242103,2,0
A103167,2024-12-29,677,1,127998,0,0
A103168,2025-12-27,850,3,192367,0,0
A103169,2022-12-30,850,2,301018,2,0
A103170,2024-04-28,653,3,46739,0,0
A103171,2023-04-16,611,1,424794,1,0
A103172,2022-04-28,850,1,115639,0,0
A103173,2023-12-30,761,4,22605,0,0
A103174,2022-07-19,690,4,97571,1,0
A103174,2022-06-17,646,1,58753,0,2
A103175,2023-07-01,519,1,64419,0,0
A103176,2024-09-30,652,1,201860,0,0
A103177,2023-07-02,830,4,133250,1,0
A103178,2024-07-30,850,4,123872,0,0
A103180,2025-07-03,553,0,186531,0,0
A103181,2022-11-19,799,4,218951,0,0
A103182,2022-09-13,694,1,57548,1,0
A103182,2022-08-14,655,3,88159,0,0
A103183,2022-01-06,802,2,10649,0,0
A103184,2024-06-09,850,1,217904,0,0
A103185,2024-05-20,792,0,320724,0,0
A103186,2022-04-21,722,4,186516,2,1
A103186,2022-03-22,850,4,478072,0,0
A103187,2023-07-28,702,0,176792,0,0
A103188,2025-01-27,706,3,359809,0,0
A103189,2025-03-02,850,4,24383,0,0
A103190,2025-01-13,850,5,85609,0,0
A103191,2024-09-13,811,3,195382,1,0
A103192,2023-05-10,750,1,156362,0,0
A103193,2022-08-25,850,4,98819,0,0
A103194,2024-05-26,838,2,107654,0,0
A103195,2024-10-28,694,4,226225,2,0
A103196,2024-12-21,777,0,272692,0,0
A103197,2025-03-05,722,5,137445,1,0
A103198,2024-06-12,850,3,260076,0,0
A103198,2024-05-13,850,2,1044604,0,0
A103199,2024-09-09,850,3,75739,1,0
A103200,2022-06-23,828,3,170531,3,0
A103201,2022-12-25,561,4,61404,0,0
A103202,2025-10-15,714,4,164568,0,1
A103203,2024-04-03,765,0,546154,0,0
A103204,2025-07-07,806,4,102346,0,0
A103205,2025-01-30,767,4,80807,0,0
A103206,2024-10-14,816,0,29411,0,0
A103207,2023-04-19,850,0,130136,0,0
A103208,2022-04-12,850,4,105705,0,0
A103209,2023-03-13,850,5,489351,1,0
A103210,2025-10-25,725,5,1918781,0,0
A103211,2024-05-21,850,0,255962,0,0
A103212,2024-08-05,826,6,709258,1,0
A103213,2025-04-01,723,1,32527,0,0
A103214,2023-10-13,657,5,397928,0,0
A103215,2023-10-29,826,1,477453,3,0
A103217,2023-11-01,850,0,654708,0,0
A103218,2025-05-26,831,5,104861,0,0
A103219,2025-05-11,846,2,134895,0,0
A103220,2025-01-31,749,0,65155,0,0
A103221,2024-06-06,798,0,739982,0,0
A103222,2024-10-18,687,3,408482,0,0
A103223,2023-04-12,748,4,124573,1,0
A103224,2023-04-30,850,2,140172,0,0
A103225,2023-08-29,665,5,66409,1,1
A103226,2025-04-11,757,4,40928,0,0
A103227,2024-04-01,811,5,41460,1,0
A103228,2023-02-03,850,2,193513,0,0
A103229,2025-04-05,850,3,236544,0,0
A103229,2025-03-09,636,2,38204,1,1
A103230,2023-08-29,710,1,178563,0,0
A103231,2025-05-13,792,1,26957,0,0
A103232,2022-01-08,778,2,125307,1,0
A103232,2021-12-10,849,0,94034,0,0
A103233,2022-04-21,802,2,646312,0,0
A103234,2023-09-21,774,1,188326,0,0
A103234,2023-08-24,807,1,305641,2,0
A103235,2023-01-13,765,2,60146,0,0
A103236,2024-02-28,668,5,261744,0,1
A103237,2023-03-27,747,1,539742,2,0
A103239,2022-09-06,775,3,841914,0,0
A103240,2023-06-07,697,1,737088,3,0
A103241,2024-03-04,750,4,94280,2,0
A103242,2025-02-10,850,0,215029,3,0
A103243,2025-02-18,738,0,212705,0,0
A103244,2023-05-31,710,3,119975,0,0
A103245,2025-09-08,618,4,515545,0,0
A103246,2025-05-12,786,4,187214,2,0
A103247,2022-03-08,850,2,59444,0,0
A103248,2022-08-05,771,0,228471,0,0
A103249,2024-08-31,850,3,100860,0,0
A103250,2025-07-28,785,1,240759,1,0
A103251,2023-11-09,841,3,81007,0,0
A103252,2025-04-18,850,3,355923,0,0
A103253,2023-06-23,641,2,77488,1,0
A103254,2024-11-07,850,3,35541,0,0
A103256,2025-11-15,692,0,296603,1,0
A103256,2025-10-14,850,5,53163,0,0
A103257,2023-09-20,850,2,248846,0,0
A103258,2023-09-29,850,4,104750,0,0
A103259,2025-06-22,786,0,47003,1,0
A103260,2025-03-04,850,2,269917,1,0
A103261,2025-06-21,847,2,1154109,2,0
A103262,2025-07-19,850,4,295457,0,0
A103263,2024-05-09,589,2,161508,1,0
A103263,2024-04-08,499,2,126580,2,0
A103264,2022-11-17,850,3,137145,0,0
A103265,2025-07-14,779,2,266968,0,0
A103266,2023-08-12,793,0,317433,0,0
A103267,2022-08-17,797,1,1021055,0,0
A103268,2023-09-23,694,1,1163598,0,0
A103269,2024-04-10,800,1,155164,0,0
A103270,2023-11-04,756,1,342738,0,0
A103271,2023-12-19,731,0,311886,1,0
A103273,2024-09-28,678,0,225827,2,0
