account_id,application_date,product_code,loan_amount,term_months,interest_rate,instalment,customer_age,employment_status,monthly_income,months_at_address,months_since_last_enquiry,province,income_verified
A101232,2025-02-08,CC,41768,0,0.2086,0,20,1,,56,11,Udon Thani,N
A101233,2023-10-27,CC,26825,0,0.1263,0,22,2,33698,44,17,Chonburi,
A101234,2022-10-04,PL,152191,48,0.2776,6691,40,1,12993,48,999,Songkhla,
A101235,2023-09-14,CC,18503,0,0.2706,0,30,1,13594,37,17,Samut Prakan,
A101236,2022-07-24,HP,215902,48,0.2043,8173,24,9,,19,13,Chiang Mai,
A101237,2025-01-28,HP,330971,36,0.0965,11855,64,1,60901,44,12,Chonburi,Y
A101238,2023-07-02,HP,769904,72,0.1023,17256,20,9,17334,125,1,Samut Prakan,
A101239,2022-12-19,PL,36411,24,0.1383,1936,32,2,,87,13,Nonthaburi,
A101240,2025-06-09,HP,430879,48,0.161,14757,53,3,28268,35,6,Nakhon Ratchasima,N
A101241,2024-10-30,CC,42647,0,0.2738,0,31,2,,150,27,Chiang Mai,Y
A101242,2022-08-13,CC,35733,0,0.132,0,23,1,,10,8,Rayong,
A101243,2024-12-12,HP,715058,48,0.1619,24544,33,3,17298,38,6,Songkhla,Y
A101244,2023-03-13,PL,82478,36,0.1436,3278,39,1,22517,89,6,Chiang Mai,
A101245,2023-04-07,CC,43576,0,0.0,0,45,2,,86,13,Chonburi,
A101246,2024-11-30,PL,165539,24,0.1554,9041,23,2,22506,57,26,Rayong,Y
A101247,2025-05-20,CC,80206,0,0.1825,0,43,1,48694,96,11,Nonthaburi,Y
A101248,2024-11-06,HP,599040,60,0.208,20367,39,1,33585,39,5,Khon Kaen,N
A101249,2025-05-11,PL,95666,48,0.0978,2772,44,2,13240,81,18,Songkhla,N
A101250,2022-05-28,HP,465635,60,0.2135,16045,44,1,37284,75,999,Khon Kaen,
A101251,2022-10-16,HP,658285,60,0.148,19090,34,1,44037,8,9,Udon Thani,
A101252,2022-08-24,HP,367355,60,0.2562,13965,51,1,24637,59,999,Udon Thani,
A101253,2022-11-26,PL,132047,12,0.1802,12986,27,2,36580,35,6,Bangkok,
A101254,2022-05-05,PL,364301,24,0.2601,23075,20,2,37315,30,10,Chiang Mai,
A101255,2024-02-10,PL,121031,12,0.1504,11602,37,2,,80,11,Songkhla,
A101256,2023-12-23,PL,164894,48,0.2501,6871,41,2,,77,18,Khon Kaen,
A101257,2022-02-04,PL,111327,48,0.1019,3264,23,1,13440,97,11,Rayong,
A101258,2023-10-22,PL,30911,12,0.1937,3074,31,9,,38,7,Phuket,
A101259,2025-02-07,HP,242382,60,0.2572,9234,25,2,,5,7,Khon Kaen,Y
A101260,2023-08-22,PL,51715,24,0.2491,3228,32,1,17972,51,999,Ubon Ratchathani,
A101261,2024-06-26,HP,155607,48,0.2747,6803,29,1,18281,115,1,Nonthaburi,Y
A101262,2022-04-21,PL,366036,12,0.2084,36859,37,1,,80,13,Phuket,
A101263,2022-12-01,PL,157910,24,0.2481,9844,47,1,27433,73,11,Chonburi,
A101264,2024-10-30,HP,113064,36,0.1324,4388,32,1,25890,19,1,Phuket,Y
A101265,2022-03-28,PL,182021,24,0.1946,10535,29,1,35442,65,11,Samut Prakan,
A101266,2023-07-07,HP,392643,72,0.2545,13780,31,1,14738,72,7,Chonburi,
A101267,2022-02-28,PL,141584,48,0.0927,4043,25,2,,9,12,Samut Prakan,
A101268,2024-03-08,CC,41139,0,0.1767,0,59,3,19887,66,12,Ubon Ratchathani,
A101269,2025-05-24,HP,106409,48,0.2362,4311,49,3,25263,37,13,Songkhla,N
A101270,2025-02-22,CC,47961,0,0.1415,0,38,2,,52,16,Chiang Mai,Y
A101271,2022-03-28,PL,166946,12,0.2554,17465,50,1,33178,18,1,Chonburi,
A101272,2022-06-02,PL,98521,48,0.1899,3611,41,2,,100,7,Chonburi,
A101273,2024-06-09,PL,264241,12,0.2523,27575,35,2,62800,66,4,Rayong,Y
A101274,2024-07-31,HP,164171,36,0.1207,6211,42,1,32502,48,11,Phuket,Y
A101275,2023-09-22,PL,180231,12,0.2405,18631,37,9,54478,56,999,Phuket,
A101276,2022-11-15,HP,369339,60,0.2658,14336,21,1,40837,75,12,Rayong,
A101277,2022-07-12,PL,58386,36,0.1807,2501,37,9,14008,51,11,Bangkok,
A101278,2023-09-18,PL,57564,36,0.1039,2097,38,1,39951,26,9,Udon Thani,
A101279,2024-07-31,HP,161587,48,0.2139,6246,38,2,,102,14,Chonburi,N
A101280,2024-05-17,HP,198734,72,0.1168,4694,32,1,21134,126,999,Bangkok,Y
A101281,2024-01-13,PL,106878,24,0.1768,6027,30,2,,80,5,Rayong,
A101282,2024-06-04,HP,688278,60,0.2156,23837,26,1,14927,5,8,Udon Thani,Y
A101283,2025-05-08,PL,88101,36,0.1171,3306,47,3,24106,5,16,Chonburi,N
A101284,2024-12-15,CC,34255,0,0.159,0,40,1,10968,84,13,Phuket,Y
A101285,2024-07-08,PL,152497,48,0.207,5807,32,1,16138,51,11,Bangkok,Y
A101286,2023-07-27,CC,52191,0,0.1605,0,28,1,35225,45,999,Udon Thani,
A101287,2025-08-18,HP,374007,60,0.1026,9431,27,9,,11,6,Songkhla,Y
A101288,2023-08-06,PL,137120,48,0.2524,5740,39,1,24269,26,9,Samut Prakan,
A101289,2025-07-31,HP,419676,36,0.1057,15354,42,1,,117,11,Nonthaburi,N
A101290,2022-01-01,PL,53277,12,0.2131,5385,41,1,28875,97,9,Chiang Mai,
A101291,2022-12-29,HP,537946,48,0.144,17662,36,2,,132,14,Rayong,
A101292,2022-07-30,HP,594547,48,0.1885,21725,25,9,18227,78,14,Rayong,
A101293,2023-06-26,HP,504722,72,0.2591,17907,41,3,17955,49,5,Rayong,
A101294,2025-05-07,CC,56578,0,0.1796,0,20,3,20073,67,10,Bangkok,N
A101295,2022-10-01,HP,650578,72,0.1424,16755,43,3,34017,64,10,Rayong,
A101296,2023-05-30,CC,60161,0,0.1067,0,44,1,,44,3,Songkhla,
A101297,2023-03-15,PL,171612,36,0.1411,6784,52,3,27540,6,17,Chonburi,
A101298,2025-03-31,PL,82544,24,0.25,5159,20,9,22413,51,9,Nakhon Ratchasima,Y
A101299,2022-11-16,HP,453085,48,0.1106,13615,46,3,21202,23,2,Nakhon Ratchasima,
A101300,2022-05-08,HP,257420,72,0.2364,8646,32,3,82874,60,2,Ubon Ratchathani,
A101301,2022-04-06,HP,413921,36,0.2205,19103,20,2,,1,9,Chiang Mai,
A101302,2022-07-19,PL,279792,12,0.1118,25922,35,2,61569,90,11,Ubon Ratchathani,
A101303,2025-11-28,CC,51957,0,0.2721,0,20,2,54688,15,12,Chonburi,Y
A101304,2025-10-07,PL,138442,36,0.1682,5786,40,3,,68,14,Chiang Mai,Y
A101305,2024-01-23,HP,240572,48,0.1329,7676,20,2,41892,35,7,Rayong,
A101306,2023-06-22,HP,273852,72,0.2625,9794,33,1,30569,0,4,Udon Thani,
A101307,2024-08-10,CC,42522,0,0.1137,0,26,2,,84,15,Udon Thani,Y
A101308,2024-11-11,HP,290700,60,0.1819,9251,44,1,36160,51,3,Udon Thani,Y
A101309,2022-11-06,CC,60083,0,0.1707,0,31,3,,1,0,Bangkok,
A101310,2025-10-16,PL,65700,36,0.1443,2615,23,2,68457,29,3,Songkhla,Y
A101311,2025-10-10,PL,54348,48,0.1647,1878,50,1,29922,2,12,Khon Kaen,N
A101312,2023-11-04,PL,65516,48,0.2292,2616,38,1,28376,53,999,Chiang Mai,
A101313,2024-01-15,PL,102249,12,0.0913,9298,34,1,21799,137,8,Ubon Ratchathani,
A101314,2022-03-31,PL,91527,24,0.109,4644,24,1,28602,140,2,Nakhon Ratchasima,
A101315,2023-08-07,PL,102294,48,0.2733,4460,25,3,33776,2,0,Ubon Ratchathani,
A101316,2022-06-27,PL,85136,12,0.1534,8182,33,1,35490,52,20,Nakhon Ratchasima,
A101317,2023-01-10,PL,154589,24,0.2541,9714,28,3,17970,36,10,Phuket,
A101318,2023-01-03,HP,269478,60,0.1445,7736,20,3,9000,65,7,Nakhon Ratchasima,
A101319,2024-11-25,HP,526482,72,0.2466,18131,31,1,18804,123,12,Ubon Ratchathani,N
A101320,2024-02-09,CC,46408,0,0.2211,0,40,1,17051,40,3,Khon Kaen,
A101321,2024-07-11,HP,316756,48,0.212,12195,20,1,27457,16,999,Chiang Mai,Y
A101322,2023-05-23,PL,123074,36,0.1795,5259,46,2,35023,90,9,Bangkok,
A101323,2023-12-02,HP,347022,48,0.1666,12047,32,3,18551,59,13,Udon Thani,
A101324,2025-09-13,CC,94525,0,0.1635,0,29,2,,100,7,Chiang Mai,Y
A101325,2023-09-17,HP,343239,72,0.1452,8920,36,3,71428,105,30,Nakhon Ratchasima,
A101326,2025-05-03,HP,314107,60,0.1026,7920,20,3,38795,72,1,Chiang Mai,N
A101327,2022-06-24,PL,106961,36,0.1801,4576,68,1,14612,98,5,Nakhon Ratchasima,
A101328,2023-07-09,PL,127525,24,0.2024,7464,49,2,,88,15,Chonburi,
A101329,2022-05-19,CC,54941,0,0.1919,0,43,1,28775,90,15,Ubon Ratchathani,
A101330,2022-06-24,CC,25379,0,0.2005,0,48,1,23768,46,11,Songkhla,
A101331,2025-03-12,PL,108403,12,0.2251,11067,53,3,34397,45,15,Chiang Mai,Y
A101332,2025-09-19,PL,81696,12,0.2702,8647,37,1,39012,99,999,Nakhon Ratchasima,Y
A101333,2023-11-05,PL,191885,36,0.1483,7701,57,9,,11,18,Nakhon Ratchasima,
A101334,2023-05-11,PL,143964,12,0.1314,13573,20,2,,43,8,Phuket,
A101335,2022-02-02,HP,407101,72,0.2545,14288,40,1,24910,111,999,Bangkok,
A101336,2025-01-18,PL,131198,24,0.1757,7387,33,2,12744,73,14,Chonburi,Y
A101337,2023-07-29,HP,510008,72,0.2584,18065,36,1,20877,40,28,Chiang Mai,
A101338,2024-06-13,HP,232283,72,0.1905,6913,39,1,50744,76,999,Nakhon Ratchasima,Y
A101339,2023-02-14,PL,206788,12,0.149,19799,51,1,20586,55,2,Samut Prakan,
A101340,2022-01-10,HP,495425,72,0.1555,13300,44,1,38254,25,7,Bangkok,
A101341,2022-03-25,CC,16768,0,0.2581,0,41,1,29292,54,4,Samut Prakan,
A101342,2025-05-27,HP,390594,60,0.2659,15164,29,1,15708,37,999,Chiang Mai,Y
A101343,2022-02-15,CC,43463,0,0.2302,0,28,1,66050,41,15,Songkhla,
A101344,2022-12-05,PL,45883,36,0.1146,1712,34,3,26660,5,19,Rayong,
A101345,2022-01-18,PL,226099,24,0.2734,14572,31,1,,118,13,Chonburi,
A101346,2025-07-20,HP,91425,48,0.2671,3939,51,1,24248,46,2,Samut Prakan,N
A101347,2025-07-23,PL,115434,24,0.2765,7469,33,1,30123,59,999,Ubon Ratchathani,Y
A101348,2024-05-26,PL,63426,24,0.253,3979,23,1,50288,63,4,Ubon Ratchathani,N
A101349,2025-11-17,HP,239817,48,0.2623,10238,46,1,28631,32,999,Samut Prakan,Y
A101350,2022-07-09,HP,306374,36,0.2709,15426,55,1,34309,33,26,Khon Kaen,
A101351,2025-04-29,CC,23703,0,0.2024,0,43,1,22228,12,999,Nakhon Ratchasima,Y
A101352,2025-05-29,HP,150168,48,0.1028,4414,32,3,28833,59,15,Udon Thani,N
A101353,2023-03-04,PL,268850,48,0.1326,8571,45,1,15501,36,3,Nakhon Ratchasima,
A101354,2024-12-30,HP,961098,60,0.2341,34767,39,1,27124,101,4,Ubon Ratchathani,Y
A101355,2022-05-05,HP,318196,36,0.125,12153,45,2,,77,2,Chiang Mai,
A101356,2023-12-19,CC,67226,0,0.0,0,44,3,27864,82,14,Nonthaburi,
A101357,2023-05-20,CC,30906,0,0.2051,0,50,1,40558,116,18,Udon Thani,
A101358,2025-04-28,HP,190423,60,0.2439,7044,28,3,51785,79,21,Bangkok,Y
A101359,2025-11-22,HP,262101,60,0.2008,8754,38,3,14523,26,7,Nakhon Ratchasima,N
A101360,2023-12-27,HP,508870,36,0.0973,18261,30,1,44066,48,7,Bangkok,
A101361,2025-10-25,PL,161406,24,0.1339,8526,54,1,30047,73,15,Chonburi,Y
A101362,2023-01-01,CC,55270,0,0.1142,0,33,1,55505,92,12,Ubon Ratchathani,
A101363,2024-10-25,PL,46644,48,0.0935,1335,29,2,20747,1,11,Chonburi,Y
A101364,2022-04-22,HP,839405,60,0.1606,25224,46,2,,133,11,Ubon Ratchathani,
A101365,2025-04-11,PL,44402,48,0.1273,1396,20,3,35636,111,17,Nakhon Ratchasima,Y
A101366,2025-05-13,PL,106926,48,0.1667,3713,39,2,28513,79,1,Songkhla,Y
A101367,2023-03-13,CC,56647,0,0.1039,0,22,2,,13,6,Chiang Mai,
A101368,2022-11-10,PL,101220,48,0.1748,3583,46,2,29286,83,0,Udon Thani,
A101369,2025-07-01,PL,119834,48,0.2381,4874,29,1,11557,5,16,Rayong,Y
A101370,2024-07-14,HP,340844,60,0.2275,12142,20,1,,10,14,Chonburi,Y
A101371,2025-04-05,CC,53001,0,0.2004,0,47,1,23008,80,14,Rayong,Y
A101372,2025-10-16,HP,436105,48,0.13,13809,52,1,9000,86,5,Rayong,Y
A101373,2022-05-17,CC,47901,0,0.1174,0,29,1,,69,10,Songkhla,
A101374,2025-11-14,PL,69842,48,0.1549,2356,25,1,27971,15,999,Rayong,Y
A101375,2024-02-24,PL,128400,24,0.2417,7936,20,3,25277,29,999,Khon Kaen,
A101376,2023-05-01,CC,16026,0,0.2518,0,30,3,21557,7,3,Rayong,
A101377,2025-12-14,HP,315264,36,0.1682,13176,23,1,32855,110,16,Nakhon Ratchasima,Y
A101378,2025-08-14,HP,221247,48,0.2707,9600,46,2,29415,86,17,Udon Thani,Y
A101379,2025-08-27,PL,163515,24,0.1424,8753,29,3,22950,42,9,Nonthaburi,N
A101380,2024-10-28,PL,148709,48,0.09,4213,33,1,25456,13,999,Rayong,N
A101381,2025-05-26,HP,252836,72,0.167,7030,58,2,,109,8,Nakhon Ratchasima,Y
A101382,2023-01-10,CC,55183,0,0.149,0,37,3,25900,48,17,Rayong,
A101383,2023-07-16,HP,231209,48,0.1762,8211,37,1,34388,23,23,Chiang Mai,
A101384,2022-07-25,CC,93840,0,0.1086,0,43,1,17405,17,0,Ubon Ratchathani,
A101385,2023-05-30,CC,87161,0,0.2767,0,55,1,35798,25,5,Khon Kaen,
A101386,2022-02-28,HP,192124,48,0.2325,7724,31,1,31458,49,8,Nonthaburi,
A101387,2024-08-23,HP,380406,72,0.2139,12064,26,1,9906,8,5,Khon Kaen,Y
A101388,2024-10-19,PL,188941,24,0.1093,9593,28,1,27542,37,7,Songkhla,Y
A101389,2023-04-21,HP,507237,36,0.2409,24272,42,2,,1,8,Chonburi,
A101390,2023-11-02,CC,29064,0,0.2661,0,53,3,43425,34,5,Chonburi,
A101391,2022-03-15,PL,130959,48,0.1031,3853,31,2,64465,146,11,Bangkok,
A101392,2023-03-17,PL,67199,36,0.1141,2505,37,1,38702,100,7,Samut Prakan,
A101393,2024-04-25,PL,554617,24,0.188,31798,33,1,33719,68,11,Nakhon Ratchasima,Y
A101394,2024-12-18,CC,25586,0,0.1126,0,34,1,22017,55,1,Chiang Mai,N
A101395,2025-07-04,CC,37279,0,0.1453,0,33,1,58880,58,27,Ubon Ratchathani,N
A101396,2022-06-22,HP,385922,72,0.2668,13940,24,3,31044,87,9,Chonburi,
A101397,2022-11-07,PL,124459,24,0.2268,7538,48,2,33827,4,13,Chonburi,
A101398,2025-12-08,CC,21557,0,0.2208,0,39,2,,20,999,Songkhla,Y
A101399,2025-09-12,HP,443836,72,0.208,13857,38,1,44800,85,9,Ubon Ratchathani,Y
A101400,2025-07-21,HP,346641,72,0.1041,7821,52,1,35413,5,14,Ubon Ratchathani,Y
A101401,2023-03-24,PL,210219,36,0.1369,8237,33,1,40523,88,3,Phuket,
A101402,2024-11-27,HP,238479,48,0.2757,10447,36,1,40730,42,9,Nakhon Ratchasima,Y
A101403,2022-08-08,CC,24965,0,0.1777,0,37,1,49511,64,16,Nakhon Ratchasima,
A101404,2025-10-31,HP,171633,48,0.1399,5576,43,1,42908,121,9,Nakhon Ratchasima,Y
A101405,2025-03-14,PL,170252,24,0.1823,9680,46,1,23985,26,5,Songkhla,Y
A101406,2023-01-08,PL,365983,24,0.2156,21824,20,1,27085,13,0,Chiang Mai,
A101407,2024-04-16,HP,369761,60,0.2332,13348,31,1,34440,2,9,Bangkok,N
A101408,2023-02-26,HP,252409,48,0.1774,8989,38,2,39128,71,20,Ubon Ratchathani,
A101409,2023-06-11,PL,59326,12,0.2115,5989,32,1,,14,999,Nonthaburi,
A101410,2024-05-22,CC,64704,0,0.2751,0,45,1,24760,107,7,Ubon Ratchathani,Y
A101411,2025-12-13,PL,132699,12,0.2141,13425,37,3,25252,58,18,Ubon Ratchathani,Y
A101412,2023-12-24,PL,56037,12,0.1806,5513,23,2,54691,70,19,Chiang Mai,
A101413,2023-06-15,HP,225419,48,0.1371,7271,52,1,12158,18,4,Nonthaburi,
A101414,2025-01-09,PL,78538,36,0.1713,3302,27,2,16184,52,11,Samut Prakan,Y
A101415,2023-01-14,HP,323127,72,0.1884,9560,31,2,,24,3,Samut Prakan,
A101416,2025-01-18,CC,50697,0,0.0,0,60,2,39430,32,1,Udon Thani,Y
A101417,2023-08-25,HP,486567,72,0.1531,12965,20,1,28687,33,22,Nakhon Ratchasima,
A101418,2025-05-26,PL,33038,36,0.236,1567,23,1,72698,41,17,Chiang Mai,Y
A101419,2025-05-03,HP,376302,36,0.1057,13767,33,3,49440,64,8,Udon Thani,Y
A101420,2024-09-15,HP,402416,60,0.1814,12790,55,1,43033,147,999,Songkhla,Y
A101421,2024-05-08,HP,326889,60,0.1451,9400,44,1,17152,87,11,Nakhon Ratchasima,Y
A101422,2025-11-18,HP,413301,60,0.2484,15443,43,2,,144,5,Nonthaburi,Y
A101423,2024-01-02,PL,93760,48,0.1118,2826,49,1,24554,21,7,Nakhon Ratchasima,
A101424,2024-05-04,CC,43824,0,0.1435,0,47,3,36203,40,2,Chiang Mai,Y
A101425,2024-07-04,HP,580387,36,0.2125,26399,20,2,,6,11,Khon Kaen,Y
A101426,2023-08-07,PL,93364,12,0.2537,9754,37,2,21962,10,5,Ubon Ratchathani,
A101427,2023-11-03,HP,237640,60,0.2643,9194,32,1,15682,47,14,Songkhla,
A101428,2024-11-23,HP,463476,36,0.1083,17057,35,1,23752,124,22,Nonthaburi,N
A101429,2022-12-02,CC,40416,0,0.1667,0,20,2,,42,12,Phuket,
A101430,2024-12-15,PL,169714,12,0.2069,17068,59,1,55021,21,999,Phuket,Y
A101431,2022-02-10,HP,272536,60,0.2217,9577,27,2,,70,999,Songkhla,
A101432,2024-08-10,PL,630065,24,0.1244,32784,31,1,26717,95,17,Khon Kaen,Y
A101433,2022-12-04,HP,515576,48,0.1643,17800,37,1,,104,999,Ubon Ratchathani,
A101434,2023-06-27,PL,151515,12,0.0916,13782,40,1,21233,74,2,Bangkok,
A101435,2024-10-05,HP,392902,60,0.2327,14167,40,2,,71,999,Chiang Mai,N
A101436,2023-01-02,HP,168787,36,0.1164,6325,29,2,,63,10,Samut Prakan,
A101437,2025-11-01,HP,249635,72,0.1504,6595,32,3,23340,11,9,Rayong,Y
A101438,2022-01-26,PL,182460,36,0.1589,7484,48,3,24509,52,15,Chiang Mai,
A101439,2025-07-24,HP,372645,72,0.0984,8231,20,1,33996,44,1,Chonburi,N
A101440,2024-12-23,PL,101369,36,0.1476,4062,59,1,9000,20,15,Udon Thani,Y
A101441,2024-08-23,CC,105286,0,0.1943,0,37,2,,80,20,Khon Kaen,Y
A101442,2022-01-11,CC,23320,0,0.1128,0,27,1,24888,68,7,Rayong,
A101443,2025-12-12,HP,940102,60,0.1003,23526,44,1,24750,75,7,Nakhon Ratchasima,Y
A101444,2022-11-08,PL,152216,48,0.1871,5544,44,1,17060,41,4,Songkhla,
A101445,2025-12-15,HP,187598,48,0.1466,6200,43,9,,105,10,Chiang Mai,Y
A101446,2022-01-11,HP,137649,60,0.1831,4394,53,1,,11,24,Nonthaburi,
A101447,2024-08-15,HP,370984,48,0.2343,14972,35,3,20066,77,999,Udon Thani,Y
A101448,2023-03-01,PL,121716,12,0.1467,11630,33,1,43597,52,9,Samut Prakan,
A101449,2024-05-17,HP,962218,48,0.1645,33236,23,1,35428,62,14,Udon Thani,N
A101450,2022-12-13,PL,150017,36,0.1969,6628,35,3,53613,89,7,Songkhla,
A101451,2025-04-29,HP,931556,36,0.2408,44569,44,1,23055,1,0,Khon Kaen,Y
A101452,2022-11-16,PL,67445,36,0.0976,2422,42,1,28288,38,1,Phuket,
A101453,2022-05-22,HP,394549,72,0.2759,14551,30,3,21696,90,9,Nonthaburi,
A101454,2024-01-04,CC,102437,0,0.1725,0,42,1,66377,21,1,Phuket,
A101455,2024-10-08,HP,130069,72,0.1649,3593,28,3,22945,26,3,Nonthaburi,Y
A101456,2022-10-06,PL,65338,36,0.2399,3121,22,1,27579,34,15,Nakhon Ratchasima,
A101457,2023-09-25,HP,303657,60,0.2006,10137,37,3,28607,40,11,Songkhla,
A101458,2024-04-16,PL,151931,36,0.1511,6133,43,3,36271,46,25,Phuket,Y
A101459,2024-03-22,PL,152503,12,0.1802,14998,20,2,,163,1,Chonburi,
A101460,2025-09-17,PL,111873,24,0.2579,7065,32,2,46604,65,4,Ubon Ratchathani,Y
A101461,2022-09-30,PL,85213,12,0.2399,8804,39,3,,64,5,Samut Prakan,
A101462,2022-05-07,HP,198462,48,0.1779,7076,49,2,,32,10,Samut Prakan,
A101463,2025-01-12,PL,242963,12,0.161,23506,39,2,,17,0,Chiang Mai,Y
A101464,2023-08-07,PL,118166,48,0.1594,4031,45,1,,45,8,Ubon Ratchathani,
A101465,2023-02-25,PL,53330,12,0.2646,5620,51,1,32119,8,999,Songkhla,
A101466,2022-10-19,PL,117289,36,0.137,4597,24,1,,92,1,Khon Kaen,
A101467,2022-09-13,PL,188300,36,0.2049,8445,51,1,41511,78,999,Nakhon Ratchasima,
A101468,2022-02-25,HP,199715,72,0.2648,7180,32,1,,37,18,Ubon Ratchathani,
A101469,2023-04-07,PL,243920,12,0.1619,23617,43,2,,15,20,Nonthaburi,
A101470,2025-08-30,HP,504296,48,0.2325,20276,23,1,41888,2,11,Songkhla,Y
A101471,2023-01-08,HP,617513,36,0.1464,24686,40,3,43466,25,1,Ubon Ratchathani,
A101472,2024-04-11,HP,544534,72,0.1316,13534,34,2,,16,10,Rayong,N
A101473,2024-05-19,PL,29810,24,0.2489,1860,39,9,,48,17,Khon Kaen,Y
A101474,2022-04-10,HP,162191,72,0.2427,5532,21,2,,17,3,Phuket,
A101475,2025-08-18,PL,90846,24,0.2322,5543,38,1,21865,44,999,Nakhon Ratchasima,Y
A101476,2022-07-10,PL,170581,24,0.138,9069,44,3,16434,31,9,Rayong,
A101477,2025-05-21,CC,73323,0,0.175,0,20,1,19989,74,2,Songkhla,Y
A101478,2023-01-13,PL,82916,36,0.272,4182,20,1,35657,20,2,Songkhla,
A101479,2025-05-30,PL,170385,24,0.1589,9355,32,2,,68,16,Khon Kaen,Y
A101480,2022-02-15,HP,381059,48,0.2734,16620,51,1,24950,21,19,Chonburi,
A101481,2024-10-19,PL,97153,24,0.16,5343,46,1,30284,85,999,Songkhla,Y
A101482,2023-10-02,CC,19590,0,0.1252,0,33,1,26419,80,28,Nonthaburi,
A101483,2024-07-09,PL,175274,48,0.2586,7428,34,1,,6,7,Nonthaburi,Y
A101484,2023-02-02,HP,275371,60,0.1766,8642,52,1,34440,40,0,Songkhla,
A101485,2025-11-06,HP,348716,36,0.1346,13597,41,1,43215,89,999,Khon Kaen,N
A101486,2022-03-21,PL,122572,36,0.1028,4454,31,1,37456,44,20,Chonburi,
A101487,2022-01-25,PL,115581,12,0.2091,11645,66,1,87306,43,14,Ubon Ratchathani,
A101488,2023-11-21,PL,44333,36,0.0911,1568,61,3,55985,9,0,Samut Prakan,
A101489,2023-03-10,PL,145450,48,0.1413,4742,26,3,60271,40,19,Songkhla,
A101490,2025-01-05,PL,81769,12,0.1725,7989,38,1,32022,133,1,Chonburi,Y
A101491,2025-04-16,PL,117342,24,0.1369,6227,44,1,22800,86,999,Rayong,N
A101492,2024-08-12,HP,565934,72,0.0991,12533,55,3,,17,9,Udon Thani,N
A101493,2024-11-02,CC,12872,0,0.1938,0,42,3,31618,67,7,Nonthaburi,Y
A101494,2022-01-05,HP,225256,72,0.2092,7055,48,1,20955,34,10,Bangkok,
A101495,2022-03-20,HP,142323,72,0.1397,3633,24,1,20800,83,6,Rayong,
A101496,2023-02-22,PL,178553,24,0.1337,9429,33,2,,150,2,Rayong,
A101497,2022-05-06,PL,184955,12,0.1256,17348,36,1,22477,74,4,Nakhon Ratchasima,
A101498,2022-06-11,HP,284929,36,0.151,11500,20,3,24535,7,8,Chiang Mai,
A101499,2023-06-13,CC,31967,0,0.2147,0,54,3,30997,52,24,Samut Prakan,
A101500,2023-02-27,PL,202329,48,0.2717,8796,31,2,16700,59,8,Khon Kaen,
A101501,2022-05-14,CC,40081,0,0.229,0,34,1,32706,140,4,Nakhon Ratchasima,
A101502,2022-02-09,HP,375540,60,0.2695,14693,35,1,39676,130,15,Bangkok,
A101503,2022-06-13,PL,137223,36,0.1903,5987,32,1,36893,1,0,Khon Kaen,
A101504,2023-03-31,HP,666384,36,0.2782,33959,27,1,9000,68,7,Ubon Ratchathani,
A101505,2025-04-01,HP,397560,60,0.2084,13530,35,3,66916,25,9,Chiang Mai,Y
A101506,2022-10-11,CC,50169,0,0.2482,0,52,3,35140,25,9,Bangkok,
A101507,2023-09-08,HP,544785,36,0.1543,22137,23,1,15709,102,3,Udon Thani,
A101508,2024-03-24,HP,688410,48,0.1946,25505,44,2,,88,14,Nakhon Ratchasima,
A101509,2023-09-13,HP,182871,72,0.1686,5109,37,1,75539,59,16,Phuket,
A101510,2025-07-06,PL,149131,24,0.1103,7584,36,2,,121,10,Songkhla,N
A101511,2024-06-19,HP,257404,72,0.245,8830,20,2,,62,9,Ubon Ratchathani,Y
A101512,2022-05-18,PL,114156,36,0.2503,5552,61,3,10663,44,8,Udon Thani,
A101513,2022-08-29,HP,230035,60,0.2326,8292,38,1,30180,24,9,Nakhon Ratchasima,
A101514,2022-02-10,PL,79110,24,0.2757,5113,25,2,39236,78,13,Nakhon Ratchasima,
A101515,2023-03-02,HP,367405,60,0.2321,13229,37,1,25790,35,7,Nakhon Ratchasima,
A101516,2024-03-27,PL,294733,12,0.0923,26828,21,1,55758,125,9,Songkhla,
A101517,2024-12-29,PL,143971,12,0.1788,14142,47,1,20831,1,8,Songkhla,N
A101518,2024-07-15,HP,124722,36,0.2339,5895,33,2,47335,19,13,Udon Thani,Y
A101519,2022-08-08,HP,288050,36,0.2699,14480,29,2,,37,999,Bangkok,
A101520,2023-06-08,HP,260081,72,0.1705,7307,35,3,37521,22,2,Nonthaburi,
A101521,2023-08-31,CC,63526,0,0.1915,0,28,1,67953,69,2,Chiang Mai,
A101522,2025-09-03,PL,277589,48,0.2387,11304,42,2,,13,3,Chonburi,Y
A101523,2024-09-07,HP,674850,48,0.2454,27860,32,1,24298,73,999,Rayong,N
A101524,2022-08-10,PL,64945,36,0.2268,3031,31,1,16194,91,17,Rayong,
A101525,2022-10-25,HP,283443,36,0.2103,12840,51,3,25688,55,14,Chiang Mai,
A101526,2025-11-21,PL,172417,24,0.1615,9504,27,1,12725,31,14,Bangkok,Y
A101527,2024-10-07,CC,85674,0,0.1536,0,25,2,41591,73,3,Songkhla,Y
A101528,2024-10-14,PL,81520,48,0.2781,3587,20,1,,51,13,Khon Kaen,Y
A101529,2024-08-27,CC,112406,0,0.1658,0,46,2,14261,99,13,Khon Kaen,N
